frame,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,nose_x,nose_y,shoulder_diff,head_forward,posture
1,0.53554767370224,0.8764954805374146,0.14380769431591034,0.8892523646354675,0.41539692878723145,0.6547266244888306,0.012756884098052979,0.07571924477815628,Bad - Forward Head
2,0.5353682041168213,0.8764466047286987,0.1438063383102417,0.8898029327392578,0.4154030680656433,0.6547463536262512,0.013356328010559082,0.07581579685211182,Bad - Forward Head
3,0.5399355292320251,0.8757861852645874,0.15301448106765747,0.8915944695472717,0.41487398743629456,0.6547467708587646,0.015808284282684326,0.06839898228645325,Bad - Forward Head
4,0.5491838455200195,0.8749419450759888,0.15529485046863556,0.8954682946205139,0.41450127959251404,0.6547479629516602,0.020526349544525146,0.06226193159818649,Bad - Forward Head
5,0.5541750192642212,0.8737596273422241,0.15718580782413483,0.8973850011825562,0.41372647881507874,0.6544149518013,0.02362537384033203,0.058046065270900726,Bad - Forward Head
6,0.5545658469200134,0.8683992028236389,0.15964142978191376,0.8971176743507385,0.4132777750492096,0.6541032791137695,0.02871847152709961,0.056174136698246,Bad - Forward Head
7,0.5539067983627319,0.8629396557807922,0.17184127867221832,0.8972914814949036,0.4127795696258545,0.6539617776870728,0.03435182571411133,0.049905531108379364,Good
8,0.554904580116272,0.8600559234619141,0.17420026659965515,0.8999671936035156,0.4125308394432068,0.6539049744606018,0.03991127014160156,0.047978416085243225,Good
9,0.55488520860672,0.8594545125961304,0.15813913941383362,0.8986896872520447,0.4124504029750824,0.6539514064788818,0.03923517465591431,0.0559382289648056,Bad - Forward Head
10,0.5588549971580505,0.8602648973464966,0.1580415815114975,0.898947536945343,0.41227713227272034,0.653136670589447,0.038682639598846436,0.05382884293794632,Bad - Forward Head
11,0.560658872127533,0.8600745797157288,0.15736785531044006,0.8984842300415039,0.4118260443210602,0.6528634428977966,0.038409650325775146,0.05281268060207367,Bad - Forward Head
12,0.5641006231307983,0.8608787059783936,0.157353013753891,0.8988504409790039,0.4110533595085144,0.6525294780731201,0.03797173500061035,0.05032654106616974,Bad - Forward Head
13,0.5695710778236389,0.863012969493866,0.1619669646024704,0.8991822600364685,0.4087142050266266,0.6484880447387695,0.03616929054260254,0.04294518381357193,Good
14,0.5687575936317444,0.8627926111221313,0.16187314689159393,0.8990815281867981,0.4087962508201599,0.6332862973213196,0.03628891706466675,0.04348088055849075,Good
15,0.5685893893241882,0.8623685836791992,0.16254225373268127,0.8991638422012329,0.4077400267124176,0.6184816360473633,0.03679525852203369,0.04217420518398285,Good
