frame,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,nose_x,nose_y,shoulder_diff,head_forward,posture
1,0.8120179176330566,0.6882944107055664,0.288653165102005,0.7032544016838074,0.5532307624816895,0.6386340856552124,0.014959990978240967,0.0028952211141586304,Good
2,0.810346782207489,0.6855602264404297,0.2897421419620514,0.6951150894165039,0.5507138967514038,0.6362169981002808,0.009554862976074219,0.000669434666633606,Good
3,0.8101986050605774,0.6848631501197815,0.2904485762119293,0.6931212544441223,0.5494682192802429,0.6359336972236633,0.00825810432434082,-0.000855371356010437,Good
4,0.8101866841316223,0.6829043626785278,0.29122394323349,0.6923866271972656,0.54672771692276,0.6359743475914001,0.009482264518737793,-0.003977596759796143,Good
5,0.8101643323898315,0.680948793888092,0.2923436462879181,0.6913787722587585,0.5451430082321167,0.6363945007324219,0.010429978370666504,-0.006110981106758118,Good
6,0.8101562261581421,0.6797314286231995,0.2924564778804779,0.6913639307022095,0.5450624227523804,0.6364009380340576,0.01163250207901001,-0.0062439292669296265,Good
7,0.8097336888313293,0.6780248880386353,0.2924773097038269,0.6910267472267151,0.5446146726608276,0.6362041234970093,0.013001859188079834,-0.006490826606750488,Good
8,0.8097389340400696,0.6776185631752014,0.29294633865356445,0.6904901266098022,0.5426188111305237,0.6363639235496521,0.01287156343460083,-0.008723825216293335,Good
9,0.8094245195388794,0.6777650117874146,0.2934122383594513,0.6872052550315857,0.5393927693367004,0.6364932656288147,0.009440243244171143,-0.012025609612464905,Good
10,0.809422492980957,0.677703320980072,0.2936229109764099,0.6869096755981445,0.5366458296775818,0.6363325119018555,0.00920635461807251,-0.014876872301101685,Good
11,0.8091500997543335,0.6777428388595581,0.29362571239471436,0.686930775642395,0.5362943410873413,0.6362464427947998,0.009187936782836914,-0.015093564987182617,Good
12,0.8088417053222656,0.6775048971176147,0.294192910194397,0.685620903968811,0.5357790589332581,0.6361216306686401,0.008116006851196289,-0.015738248825073242,Good
13,0.8087347149848938,0.6779879331588745,0.2941425144672394,0.6861104369163513,0.5354231595993042,0.6361175179481506,0.008122503757476807,-0.01601545512676239,Good
14,0.8085743188858032,0.6779779195785522,0.29433536529541016,0.6861361861228943,0.5353251099586487,0.636137843132019,0.008158266544342041,-0.016129732131958008,Good
15,0.8088323473930359,0.6779943108558655,0.29484498500823975,0.686102032661438,0.5338027477264404,0.6367490887641907,0.00810772180557251,-0.018035918474197388,Good
16,0.8088164329528809,0.677962064743042,0.29487937688827515,0.686693549156189,0.5337072014808655,0.6367759108543396,0.008731484413146973,-0.018140703439712524,Good
17,0.8088027238845825,0.677280068397522,0.2949296236038208,0.6871910095214844,0.5331922173500061,0.6368043422698975,0.009910941123962402,-0.018673956394195557,Good
18,0.8092411756515503,0.6772823333740234,0.29479944705963135,0.6875872015953064,0.5327867269515991,0.636684775352478,0.010304868221282959,-0.0192335844039917,Good
19,0.8092206120491028,0.6773025393486023,0.2946699559688568,0.6876786947250366,0.5324149131774902,0.6366934180259705,0.010376155376434326,-0.019530370831489563,Good
20,0.8092319369316101,0.6773264408111572,0.2947377860546112,0.6880661249160767,0.5321404337882996,0.6367024183273315,0.010739684104919434,-0.019844427704811096,Good
21,0.8086060285568237,0.6777388453483582,0.29481762647628784,0.6882791519165039,0.5319991111755371,0.6366961598396301,0.010540306568145752,-0.019712716341018677,Good
22,0.808363139629364,0.6777806878089905,0.29481568932533264,0.6886166334152222,0.5319336652755737,0.6364666819572449,0.01083594560623169,-0.019655749201774597,Good
23,0.8080937266349792,0.6780669093132019,0.29481011629104614,0.6888750791549683,0.5316453576087952,0.6363483667373657,0.010808169841766357,-0.01980656385421753,Good
24,0.8080266714096069,0.6781561970710754,0.29462164640426636,0.6893203258514404,0.5312918424606323,0.6360360383987427,0.01116412878036499,-0.02003231644630432,Good
25,0.8079964518547058,0.6783734560012817,0.29427570104599,0.6897247433662415,0.5302006602287292,0.6359118819236755,0.011351287364959717,-0.020935416221618652,Good
26,0.8079648017883301,0.6783944368362427,0.2941974103450775,0.6903728246688843,0.5301024317741394,0.6358124613761902,0.011978387832641602,-0.020978674292564392,Good
27,0.8077303767204285,0.6794425845146179,0.2943180501461029,0.6904724836349487,0.5298137664794922,0.6357535719871521,0.01102989912033081,-0.0212104469537735,Good
28,0.8079315423965454,0.6799248456954956,0.29428499937057495,0.690750002861023,0.529489278793335,0.6355282664299011,0.010825157165527344,-0.02161899209022522,Good
29,0.8084737062454224,0.6803280711174011,0.2943132817745209,0.690761148929596,0.5288361310958862,0.6354738473892212,0.010433077812194824,-0.022557362914085388,Good
30,0.8093656301498413,0.6802467703819275,0.29454705119132996,0.6908003687858582,0.5284557342529297,0.6354572176933289,0.010553598403930664,-0.023500606417655945,Good
31,0.8108846545219421,0.6802718043327332,0.29459235072135925,0.6908043622970581,0.5277020931243896,0.6356313824653625,0.010532557964324951,-0.025036409497261047,Good
32,0.8114699125289917,0.6804921627044678,0.2945849299430847,0.6908713579177856,0.5276374220848083,0.6356229186058044,0.010379195213317871,-0.02538999915122986,Good
33,0.8120120167732239,0.6807798743247986,0.2946372330188751,0.690906822681427,0.5269125699996948,0.6356689929962158,0.010126948356628418,-0.026412054896354675,Good
34,0.8126641511917114,0.68128901720047,0.294640451669693,0.690952718257904,0.5264785289764404,0.6355724334716797,0.009663701057434082,-0.02717377245426178,Good
35,0.8123310208320618,0.6824286580085754,0.2945941090583801,0.6909204721450806,0.515917181968689,0.6306971311569214,0.008491814136505127,-0.03754538297653198,Good
36,0.812322735786438,0.6834744215011597,0.29453566670417786,0.6896011233329773,0.5048061013221741,0.6278076767921448,0.006126701831817627,-0.04862309992313385,Good
37,0.8122852444648743,0.686654269695282,0.29464539885520935,0.6854997873306274,0.4924812316894531,0.6222708821296692,0.001154482364654541,-0.060984089970588684,Good
38,0.8116970062255859,0.6886008977890015,0.2946076989173889,0.6849822998046875,0.4844690263271332,0.6103494167327881,0.003618597984313965,-0.06868332624435425,Good
39,0.8105167150497437,0.6911832094192505,0.294464647769928,0.6842619180679321,0.48387986421585083,0.60384202003479,0.006921291351318359,-0.06861081719398499,Good
40,0.8097445368766785,0.6914079785346985,0.294512003660202,0.6816750168800354,0.47657209634780884,0.5973272323608398,0.009732961654663086,-0.07555617392063141,Good
41,0.8075588941574097,0.6912937760353088,0.29448333382606506,0.6802642345428467,0.4581800103187561,0.578712522983551,0.011029541492462158,-0.09284110367298126,Good
42,0.806052029132843,0.6908673048019409,0.29451635479927063,0.6778604388237,0.4512803554534912,0.5726085305213928,0.013006865978240967,-0.09900383651256561,Good
43,0.8037611246109009,0.6902275681495667,0.29449623823165894,0.6762531399726868,0.44853276014328003,0.5708668231964111,0.013974428176879883,-0.10059592127799988,Good
44,0.8030235171318054,0.6904987692832947,0.2945142388343811,0.6742605566978455,0.4485544264316559,0.5682275891304016,0.01623821258544922,-0.10021445155143738,Good
45,0.8020936250686646,0.6917650103569031,0.29451385140419006,0.6736283898353577,0.44735845923423767,0.5640279054641724,0.01813662052154541,-0.10094527900218964,Good
46,0.8017333149909973,0.6929048299789429,0.2945128083229065,0.6719762086868286,0.44515323638916016,0.5572522878646851,0.020928621292114258,-0.10296982526779175,Good
47,0.8007364273071289,0.6920641660690308,0.2957073152065277,0.6701980829238892,0.4451323449611664,0.5378047823905945,0.0218660831451416,-0.10308952629566193,Good
48,0.7982544302940369,0.692327618598938,0.29697883129119873,0.6689466238021851,0.44562262296676636,0.5303614139556885,0.02338099479675293,-0.10199400782585144,Good
49,0.7980165481567383,0.6925307512283325,0.2979867160320282,0.668230414390564,0.44589394330978394,0.5265528559684753,0.024300336837768555,-0.1021076887845993,Good
50,0.7968428134918213,0.6970070004463196,0.2996670603752136,0.6649653911590576,0.4463109076023102,0.5229244232177734,0.03204160928726196,-0.10194402933120728,Good
51,0.7956914901733398,0.6995810270309448,0.3012421131134033,0.6649502515792847,0.446793794631958,0.5178123712539673,0.034630775451660156,-0.10167300701141357,Good
52,0.7946957945823669,0.7007339596748352,0.302596777677536,0.6634925603866577,0.4471204876899719,0.5164544582366943,0.03724139928817749,-0.10152579843997955,Good
53,0.7941278219223022,0.7014593482017517,0.30373477935791016,0.6633265018463135,0.44841518998146057,0.5163307785987854,0.03813284635543823,-0.10051611065864563,Good
54,0.7932881712913513,0.7014257311820984,0.3045075833797455,0.6633476614952087,0.45010414719581604,0.5177512168884277,0.03807806968688965,-0.09879373013973236,Good
55,0.7927625179290771,0.7013977766036987,0.30434975028038025,0.6634476780891418,0.4513521194458008,0.518757164478302,0.037950098514556885,-0.09720401465892792,Good
56,0.7927501797676086,0.7011691331863403,0.3049517869949341,0.66330486536026,0.452221155166626,0.519547164440155,0.03786426782608032,-0.09662982821464539,Good
57,0.7927757501602173,0.7002759575843811,0.3049425184726715,0.664125382900238,0.4540015757083893,0.5201282501220703,0.036150574684143066,-0.09485755860805511,Good
58,0.7927793264389038,0.7002495527267456,0.30477026104927063,0.665557324886322,0.45598602294921875,0.5203091502189636,0.034692227840423584,-0.09278877079486847,Good
59,0.792759358882904,0.7000101208686829,0.3046335279941559,0.6686813831329346,0.4560374319553375,0.5272831916809082,0.03132873773574829,-0.09265901148319244,Good
60,0.7927542328834534,0.6998872756958008,0.3045598864555359,0.670802652835846,0.45628637075424194,0.5354368090629578,0.029084622859954834,-0.09237068891525269,Good
61,0.7927740812301636,0.7001728415489197,0.30455735325813293,0.6730993986129761,0.4570006728172302,0.5435402393341064,0.027073442935943604,-0.09166504442691803,Good
62,0.7928139567375183,0.7021798491477966,0.3038834035396576,0.6742827296257019,0.45894432067871094,0.5469127297401428,0.027897119522094727,-0.08940435945987701,Good
63,0.7926490306854248,0.7025941014289856,0.30413612723350525,0.6760076880455017,0.46082544326782227,0.5471052527427673,0.026586413383483887,-0.08756713569164276,Good
64,0.7930022478103638,0.7034057974815369,0.3042834997177124,0.676291286945343,0.4626842141151428,0.5468894839286804,0.027114510536193848,-0.08595865964889526,Good
65,0.7935640215873718,0.7033976316452026,0.30423852801322937,0.6769484877586365,0.46418872475624084,0.5471048355102539,0.026449143886566162,-0.08471255004405975,Good
66,0.7935475707054138,0.7029428482055664,0.30423489212989807,0.6770983338356018,0.466980516910553,0.5472497940063477,0.0258445143699646,-0.08191071450710297,Good
67,0.792805016040802,0.7028024792671204,0.30282503366470337,0.6787459850311279,0.48092588782310486,0.5643444061279297,0.02405649423599243,-0.06688913702964783,Good
68,0.7927651405334473,0.7025526165962219,0.30190157890319824,0.6809107661247253,0.4922874867916107,0.5761873126029968,0.021641850471496582,-0.055045872926712036,Good
69,0.7928726673126221,0.7024677395820618,0.3013008236885071,0.6820930242538452,0.495222806930542,0.5822839140892029,0.020374715328216553,-0.05186393857002258,Good
70,0.793008029460907,0.7011425495147705,0.30077964067459106,0.6829451322555542,0.49971094727516174,0.5880587697029114,0.01819741725921631,-0.04718288779258728,Good
71,0.793062150478363,0.6991292238235474,0.3004072308540344,0.6836612820625305,0.5022286772727966,0.5940098166465759,0.015467941761016846,-0.0445060133934021,Good
72,0.7928960919380188,0.6974659562110901,0.30001574754714966,0.6837798357009888,0.5038620233535767,0.5956865549087524,0.013686120510101318,-0.04259389638900757,Good
73,0.7929006814956665,0.6960970759391785,0.2992638945579529,0.6842962503433228,0.504967987537384,0.6002382040023804,0.011800825595855713,-0.04111430048942566,Good
74,0.792538583278656,0.6950008869171143,0.2974556088447571,0.6858803629875183,0.5057060718536377,0.6032360196113586,0.009120523929595947,-0.03929102420806885,Good
75,0.792540431022644,0.6951921582221985,0.2974516451358795,0.6863177418708801,0.5049791932106018,0.6044670343399048,0.00887441635131836,-0.04001684486865997,Good
76,0.7927129864692688,0.6956769227981567,0.29561758041381836,0.6865926384925842,0.5039438009262085,0.6058210730552673,0.00908428430557251,-0.04022148251533508,Good
77,0.7927442193031311,0.6956835389137268,0.2950648367404938,0.6867034435272217,0.50199294090271,0.6074355244636536,0.008980095386505127,-0.04191158711910248,Good
78,0.7927976250648499,0.6960198879241943,0.2949884831905365,0.6866804957389832,0.4991227090358734,0.6092957258224487,0.009339392185211182,-0.04477034509181976,Good
79,0.7929193377494812,0.6960160136222839,0.2948348820209503,0.6871579885482788,0.4988536834716797,0.6110202074050903,0.008858025074005127,-0.04502342641353607,Good
80,0.792920708656311,0.6961386799812317,0.2945367097854614,0.6874882578849792,0.496601402759552,0.6139885187149048,0.008650422096252441,-0.04712730646133423,Good
81,0.7929259538650513,0.6961457133293152,0.2944643199443817,0.6873922348022461,0.49571871757507324,0.6178377866744995,0.008753478527069092,-0.04797641932964325,Good
82,0.7931447625160217,0.6962390542030334,0.2943931221961975,0.6875007748603821,0.49488839507102966,0.6198822855949402,0.008738279342651367,-0.048880547285079956,Good
83,0.7927134037017822,0.6961318850517273,0.29440900683403015,0.6869632005691528,0.4945489466190338,0.6206403374671936,0.009168684482574463,-0.049012258648872375,Good
84,0.793605625629425,0.6963765621185303,0.2940807044506073,0.6869687438011169,0.493326336145401,0.6216222047805786,0.00940781831741333,-0.05051682889461517,Good
85,0.7936031222343445,0.6963775753974915,0.2940692901611328,0.6872320771217346,0.49329644441604614,0.6231397390365601,0.009145498275756836,-0.050539761781692505,Good
86,0.7937403917312622,0.6963993310928345,0.29379528760910034,0.687256395816803,0.4932540953159332,0.6238909959793091,0.009142935276031494,-0.05051374435424805,Good
87,0.7936992049217224,0.6963939070701599,0.29373908042907715,0.6871269941329956,0.4931361675262451,0.6239652633666992,0.009266912937164307,-0.05058297514915466,Good
88,0.7937877178192139,0.6964057087898254,0.29372745752334595,0.6872051954269409,0.49351710081100464,0.6238716840744019,0.009200513362884521,-0.05024048686027527,Good
89,0.7945192456245422,0.6964889168739319,0.2937842011451721,0.6873708963394165,0.493598610162735,0.6227521300315857,0.00911802053451538,-0.05055311322212219,Good
90,0.7945280075073242,0.6964111328125,0.29396647214889526,0.6872904896736145,0.49400001764297485,0.6221827864646912,0.009120643138885498,-0.05024722218513489,Good
91,0.7946354150772095,0.6964155435562134,0.2946149706840515,0.6872764825820923,0.49434924125671387,0.6215724945068359,0.009139060974121094,-0.050275951623916626,Good
92,0.7947350740432739,0.6964516043663025,0.29464098811149597,0.6872632503509521,0.4948484003543854,0.6194976568222046,0.009188354015350342,-0.04983963072299957,Good
93,0.7947095632553101,0.6964417695999146,0.29465585947036743,0.6872326731681824,0.4951096475124359,0.6170666813850403,0.009209096431732178,-0.04957306385040283,Good
94,0.7942037582397461,0.6962812542915344,0.2948036789894104,0.6874216794967651,0.4964078366756439,0.6155788898468018,0.008859574794769287,-0.048095881938934326,Good
95,0.7939322590827942,0.6960987448692322,0.2948278486728668,0.6887414455413818,0.4983997344970703,0.6133604049682617,0.007357299327850342,-0.04598031938076019,Good
96,0.7936627268791199,0.6961187720298767,0.2947053909301758,0.6896184086799622,0.5011101961135864,0.6123872995376587,0.006500363349914551,-0.0430738627910614,Good
97,0.7926356196403503,0.695510745048523,0.2946254014968872,0.6898178458213806,0.5026782751083374,0.6098803877830505,0.005692899227142334,-0.04095223546028137,Good
98,0.7923843860626221,0.6949778199195862,0.29463404417037964,0.689815878868103,0.5036959052085876,0.6089497804641724,0.005161941051483154,-0.03981330990791321,Good
99,0.7917264103889465,0.6947382688522339,0.2948575019836426,0.6896682381629944,0.5040324330329895,0.6072450876235962,0.005070030689239502,-0.039259523153305054,Good
100,0.7912812232971191,0.6939218640327454,0.2957482933998108,0.6886702179908752,0.5040335655212402,0.6044305562973022,0.005251646041870117,-0.03948119282722473,Good
101,0.7903997302055359,0.6929550766944885,0.2957496643066406,0.6881443858146667,0.504744827747345,0.6008242964744568,0.004810690879821777,-0.038329869508743286,Good
102,0.7898679971694946,0.6929481029510498,0.29570117592811584,0.6880456805229187,0.5048811435699463,0.5985166430473328,0.0049024224281311035,-0.03790344297885895,Good
103,0.7898163795471191,0.6926719546318054,0.29632094502449036,0.6878902912139893,0.5052945613861084,0.5965593457221985,0.004781663417816162,-0.03777410089969635,Good
104,0.7899123430252075,0.6934855580329895,0.29632192850112915,0.6878780126571655,0.5057601928710938,0.5940170884132385,0.005607545375823975,-0.037356942892074585,Good
105,0.7901281118392944,0.6935825347900391,0.29630330204963684,0.6878851056098938,0.5065891146659851,0.5916874408721924,0.005697429180145264,-0.03662659227848053,Good
106,0.7901994585990906,0.6934555172920227,0.2966841757297516,0.687934935092926,0.5066574811935425,0.5905925035476685,0.00552058219909668,-0.0367843359708786,Good
107,0.7902042269706726,0.6934530735015869,0.2967166006565094,0.6879367828369141,0.5068066120147705,0.5891361832618713,0.0055162906646728516,-0.036653801798820496,Good
108,0.7904386520385742,0.6935619115829468,0.2965937554836273,0.6881749629974365,0.5081502795219421,0.5882279276847839,0.005386948585510254,-0.03536592423915863,Good
109,0.7901512384414673,0.6930680871009827,0.29684266448020935,0.6881793141365051,0.5082541704177856,0.5869444608688354,0.004888772964477539,-0.03524278104305267,Good
110,0.7893325686454773,0.6922741532325745,0.29681262373924255,0.6881107091903687,0.5082899332046509,0.584883451461792,0.0041634440422058105,-0.034782662987709045,Good
111,0.7885018587112427,0.6918631196022034,0.2967255413532257,0.6880576610565186,0.5083024501800537,0.582789957523346,0.0038054585456848145,-0.03431124985218048,Good
